year,fips7,city_name,opinion_affectweather,opinion_citizens,opinion_congress,opinion_consensus,opinion_corporations,opinion_devharm,opinion_discuss,opinion_exp,opinion_fundrenewables,opinion_futuregen,opinion_generaterenewable,opinion_governor,opinion_happening,opinion_harmplants,opinion_harmus,opinion_human,opinion_localofficials,opinion_personal,opinion_priority,opinion_reducetax,opinion_regulate,opinion_teachgw,opinion_timing,opinion_worried
2019,807850,boulder,65.82,68.21,63.59,63.06,74.31,68.72,45.07,,86.23,72.79,,56.26,72.91,74.86,64.31,60.08,58.13,45.1,,69.88,74.7,82.29,52.83,67.35
2020,807850,boulder,71.31,69.34,64.24,66.69,75.98,71.52,46.97,,89.02,75.34,,52.15,77.19,77.05,68.14,64.12,55.73,46.56,58.24,70.3,77.64,81.62,61.59,70.56
2021,807850,boulder,72.66,71.24,65.89,70.08,75.9,75.12,47.43,54.47,81.7,76.06,,56.89,78.47,77.73,72.21,64.36,60.72,50.67,61.59,67.38,75.26,82.17,65.51,73.28
2022,807850,boulder,70.65,67.42,62.07,67.84,73.17,73.73,45.58,52.09,82.87,74.83,84.53,52.93,76.69,76.15,69.17,62.9,56.85,47.57,56.15,67.98,76.65,79.83,63.16,70.34
2023,807850,boulder,71.67,67.34,65.51,67.84,74.33,73.18,46.54,52.15,83.61,74.57,82.99,53.6,78.49,75.55,67.83,64.93,58.07,48.0,60.7,70.14,77.3,78.63,63.78,71.16
2013,816000,colorado springs,,,,,,,,,,,,,,,,,,,,,,,,
2014,816000,colorado springs,,,,41.0,,53.0,,,78.0,62.0,,,64.0,,51.0,45.0,,34.0,,,75.0,,41.0,51.0
2015,816000,colorado springs,,,,42.73,,55.120000000000005,,,78.91499999999999,63.925,,,65.015,,52.275,45.56,,34.835,,,72.15,,43.05,50.44
2016,816000,colorado springs,,,,44.46,,57.24,36.58,,79.83,65.85,,,66.03,64.63,53.55,46.12,,35.67,,,69.3,75.08,45.1,49.88
2017,816000,colorado springs,,,,46.27,,57.98,38.26,,81.60499999999999,66.50999999999999,,,67.33,66.19,54.76,49.36,,37.17,,,71.895,75.75999999999999,46.515,52.925
2018,816000,colorado springs,60.06,64.07,57.41,48.08,68.5,58.72,39.94,,83.38,67.17,,51.46,68.63,67.75,55.97,52.6,53.41,38.67,,63.59,74.49,76.44,47.93,55.97
2019,816000,colorado springs,57.06,62.44,55.07,49.88,68.75,58.66,39.57,,81.49,64.1,,50.76,64.46,65.43,55.24,48.24,51.56,38.99,,61.05,67.61,74.19,44.43,54.72
2020,816000,colorado springs,61.78,61.95,54.14,53.41,69.02,61.5,38.99,,84.48,67.3,,46.91,68.89,68.07,59.13,51.74,48.64,39.53,47.25,61.27,70.35,74.59,52.96,58.32
2021,816000,colorado springs,63.97,65.29,57.95,55.91,70.58,66.12,38.71,42.57,76.59,68.96,,52.56,69.98,69.52,64.18,52.75,54.6,44.87,51.11,60.66,68.41,75.44,58.39,62.44
2022,816000,colorado springs,61.98,62.42,56.84,55.17,68.33,65.26,37.74,41.94,77.53,68.07,77.67,50.46,68.41,68.55,62.01,52.63,51.78,43.94,47.23,61.34,70.09,72.22,56.19,60.78
2023,816000,colorado springs,61.94,61.21,58.53,55.19,68.34,65.03,39.03,41.5,78.25,68.07,76.03,50.2,70.63,68.12,59.89,53.02,52.77,43.84,49.83,63.16,70.72,71.64,56.03,60.87
2013,820000,denver,,,,,,,,,,,,,,,,,,,,,,,,
2014,820000,denver,,,,53.0,,62.0,,,81.0,67.0,,,74.0,,59.0,56.0,,42.0,,,78.0,,50.0,64.0
2015,820000,denver,,,,57.635000000000005,,66.41499999999999,,,83.58,72.0,,,76.995,,62.47,59.145,,43.875,,,77.695,,54.09,66.435
2016,820000,denver,,,,62.27,,70.83,42.66,,86.16,77.0,,,79.99,76.3,65.94,62.29,,45.75,,,77.39,84.42,58.18,68.87
2017,820000,denver,,,,61.765,,69.625,44.47,,87.09,76.265,,,79.985,76.25999999999999,65.46000000000001,63.69499999999999,,46.13,,,78.38499999999999,84.42,58.005,69.76
2018,820000,denver,71.2,72.66,73.41,61.26,76.46,68.42,46.28,,88.02,75.53,,62.48,79.98,76.22,64.98,65.1,61.17,46.51,,71.73,79.38,84.42,57.83,70.65
2019,820000,denver,69.74,71.87,72.4,63.28,77.25,68.24,46.66,,87.05,73.44,,63.1,77.4,74.89,64.52,61.45,60.55,47.98,,71.85,75.03,83.14,55.9,70.18
2020,820000,denver,75.1,72.03,72.21,67.71,78.46,71.65,47.04,,89.44,76.37,,60.79,81.51,77.63,68.93,65.66,59.3,50.07,66.51,72.39,77.27,83.66,64.97,74.27
2021,820000,denver,75.98,73.55,72.92,70.28,78.28,75.33,47.13,53.84,82.2,77.36,,64.08,82.08,78.62,73.14,65.97,63.91,54.63,69.09,69.97,75.37,83.95,69.03,76.5
2022,820000,denver,74.68,71.57,71.03,70.2,76.78,75.31,47.6,53.86,83.9,77.15,84.41,62.04,81.2,78.34,71.85,66.01,61.55,53.66,65.21,71.95,78.12,82.51,68.27,75.04
2023,820000,denver,76.23,71.61,73.41,70.43,78.21,74.7,48.32,52.97,84.96,77.25,83.32,63.06,83.16,78.12,70.43,67.62,63.31,53.8,69.51,73.89,78.74,81.59,69.36,76.07
2013,827425,fort collins,,,,,,,,,,,,,,,,,,,,,,,,
2014,827425,fort collins,,,,48.0,,56.0,,,81.0,64.0,,,68.0,,53.0,52.0,,35.0,,,78.0,,44.0,55.0
2015,827425,fort collins,,,,51.38,,59.885000000000005,,,83.47,67.8,,,70.59,,55.48,53.755,,36.325,,,76.72,,47.21,57.02
2016,827425,fort collins,,,,54.76,,63.77,38.92,,85.94,71.6,,,73.18,70.5,57.96,55.51,,37.65,,,75.44,80.51,50.42,59.04
2017,827425,fort collins,,,,55.41,,63.120000000000005,40.03,,86.985,71.38,,,73.24000000000001,70.97999999999999,58.155,56.875,,38.485,,,76.955,81.065,50.42,60.295
2018,827425,fort collins,64.8,66.32,60.47,56.06,69.16,62.47,41.14,,88.03,71.16,,53.87,73.3,71.46,58.35,58.24,54.58,39.32,,65.53,78.47,81.62,50.42,61.55
2019,827425,fort collins,61.58,64.61,57.58,57.36,69.23,62.58,40.13,,86.5,68.36,,53.3,69.47,69.42,57.31,54.09,52.82,40.33,,64.24,73.01,79.64,46.96,60.33
2020,827425,fort collins,67.21,64.67,57.45,60.37,70.29,65.39,40.58,,88.99,70.76,,49.14,74.66,71.49,61.25,57.48,50.1,41.43,47.52,65.54,75.85,79.86,55.64,63.65
2021,827425,fort collins,68.42,66.92,60.12,63.62,70.99,69.5,40.99,47.52,81.82,71.95,,54.24,75.71,72.4,65.68,57.84,56.36,46.43,52.25,63.52,73.58,79.56,59.58,66.87
2022,827425,fort collins,68.58,65.48,58.89,63.04,70.13,69.74,41.47,47.53,84.04,72.43,83.88,52.27,75.62,72.7,64.91,58.81,54.34,45.82,49.55,66.33,76.74,78.76,59.93,66.58
2023,827425,fort collins,69.69,65.67,62.1,62.7,71.86,69.7,41.91,47.33,85.07,72.21,82.42,53.5,77.44,72.74,63.61,60.73,56.11,46.8,53.03,67.89,77.34,78.25,60.49,67.38
2013,832155,greeley,,,,,,,,,,,,,,,,,,,,,,,,
2014,832155,greeley,,,,39.0,,52.0,,,77.0,61.0,,,60.0,,51.0,45.0,,35.0,,,74.0,,41.0,52.0
2015,832155,greeley,,,,42.39,,56.015,,,79.41,64.43,,,62.915,,53.255,47.285,,36.47,,,72.84,,44.195,53.65
2016,832155,greeley,,,,45.78,,60.03,34.33,,81.82,67.86,,,65.83,66.96,55.51,49.57,,37.94,,,71.68,74.47,47.39,55.3
2017,832155,greeley,,,,44.68,,58.8,34.485,,83.03999999999999,66.91,,,64.7,66.78999999999999,55.25,50.695,,37.87,,,72.185,74.695,46.395,55.42
2018,832155,greeley,56.27,61.68,53.74,43.58,66.14,57.57,34.64,,84.26,65.96,,45.49,63.57,66.62,54.99,51.82,51.9,37.8,,60.37,72.69,74.92,45.4,55.54
2019,832155,greeley,54.5,60.42,51.35,44.65,66.75,57.41,34.08,,81.82,63.02,,45.17,58.0,64.43,53.57,46.87,49.91,38.87,,58.36,66.75,72.04,43.24,54.44
2020,832155,greeley,58.04,59.21,49.11,47.62,66.06,59.3,33.24,,83.81,64.43,,40.44,60.83,65.52,56.59,50.21,45.7,38.73,41.59,58.63,68.59,72.14,50.61,56.17
2021,832155,greeley,58.97,61.58,51.83,50.66,66.07,62.51,33.77,41.09,75.06,64.78,,46.44,63.16,65.73,59.81,50.11,52.05,43.22,47.07,56.91,66.51,71.84,53.3,58.98
2022,832155,greeley,57.38,58.89,49.85,49.71,63.89,62.26,33.53,40.21,76.22,64.59,74.23,42.58,62.52,65.41,58.3,50.08,48.54,41.63,43.07,57.54,68.24,68.77,52.65,57.74
2023,832155,greeley,58.15,57.93,52.65,50.57,65.65,61.6,34.26,40.4,77.06,64.21,71.89,43.83,64.12,64.66,56.43,51.63,49.85,42.57,46.69,60.05,69.29,68.42,53.11,58.08
2013,843000,lakewood,,,,,,,,,,,,,,,,,,,,,,,,
2014,843000,lakewood,,,,43.0,,54.0,,,79.0,61.0,,,62.0,,52.0,45.0,,34.0,,,74.0,,41.0,53.0
2015,843000,lakewood,,,,47.005,,57.625,,,80.65,65.24000000000001,,,65.86,,54.31,48.24,,35.385000000000005,,,73.35,,44.92,55.505
2016,843000,lakewood,,,,51.01,,61.25,36.64,,82.3,69.48,,,69.72,68.76,56.62,51.48,,36.77,,,72.7,78.94,48.84,58.01
2017,843000,lakewood,,,,51.125,,60.83,37.44,,83.72,69.105,,,69.975,69.245,56.95,53.15,,36.94,,,74.265,78.62,48.760000000000005,59.375
2018,843000,lakewood,58.7,63.63,58.54,51.24,67.48,60.41,38.24,,85.14,68.73,,51.36,70.23,69.73,57.28,54.82,55.33,37.11,,64.21,75.83,78.3,48.68,60.74
2019,843000,lakewood,56.53,62.19,55.69,52.36,67.91,59.39,38.28,,83.12,65.26,,50.71,65.87,66.77,55.69,49.53,53.76,37.95,,61.76,70.34,74.93,45.55,59.4
2020,843000,lakewood,61.33,62.35,55.46,56.15,68.54,62.36,37.81,,86.03,67.59,,47.13,70.25,69.39,59.51,53.81,51.0,38.73,46.93,61.46,72.28,75.11,54.01,62.88
2021,843000,lakewood,63.66,65.61,59.6,60.24,70.21,66.69,39.06,46.55,78.32,69.46,,53.67,72.67,71.1,64.25,54.37,57.68,44.55,53.32,61.12,70.79,76.9,58.23,66.94
2022,843000,lakewood,64.36,63.49,57.94,60.35,69.02,67.76,39.82,46.66,81.15,70.08,83.2,51.28,72.44,71.47,63.56,55.16,55.04,44.06,50.42,64.21,73.81,76.33,58.32,66.35
2023,843000,lakewood,65.25,63.47,60.99,61.41,70.24,67.34,41.1,46.85,82.02,69.98,81.7,52.58,74.83,71.22,62.24,57.41,56.85,45.2,54.51,65.97,74.5,75.58,58.68,67.12
2013,845970,longmont,,,,,,,,,,,,,,,,,,,,,,,,
2014,845970,longmont,,,,54.0,,61.0,,,82.0,68.0,,,71.0,,57.0,56.0,,38.0,,,78.0,,47.0,61.0
2015,845970,longmont,,,,58.745000000000005,,66.19,,,84.52000000000001,72.82,,,74.845,,61.32,58.6,,40.575,,,78.035,,51.875,64.39500000000001
2016,845970,longmont,,,,63.49,,71.38,45.15,,87.04,77.64,,,78.69,77.49,65.64,61.2,,43.15,,,78.07,83.91,56.75,67.79
2017,845970,longmont,,,,62.975,,70.19999999999999,45.835,,87.745,76.845,,,78.21000000000001,77.32499999999999,65.455,62.815000000000005,,43.68,,,78.97,84.175,56.68,68.505
2018,845970,longmont,69.33,70.61,67.17,62.46,74.14,69.02,46.52,,88.45,76.05,,57.42,77.73,77.16,65.27,64.43,59.8,44.21,,71.37,79.87,84.44,56.61,69.22
2019,845970,longmont,65.82,68.21,63.59,63.06,74.31,68.72,45.07,,86.23,72.79,,56.26,72.91,74.86,64.31,60.08,58.13,45.1,,69.88,74.7,82.29,52.83,67.35
2020,845970,longmont,71.31,69.34,64.24,66.69,75.98,71.52,46.97,,89.02,75.34,,52.15,77.19,77.05,68.14,64.12,55.73,46.56,58.24,70.3,77.64,81.62,61.59,70.56
2021,845970,longmont,72.66,71.24,65.89,70.08,75.9,75.12,47.43,54.47,81.7,76.06,,56.89,78.47,77.73,72.21,64.36,60.72,50.67,61.59,67.38,75.26,82.17,65.51,73.28
2022,845970,longmont,70.65,67.42,62.07,67.84,73.17,73.73,45.58,52.09,82.87,74.83,84.53,52.93,76.69,76.15,69.17,62.9,56.85,47.57,56.15,67.98,76.65,79.83,63.16,70.34
2023,845970,longmont,71.67,67.34,65.51,67.84,74.33,73.18,46.54,52.15,83.61,74.57,82.99,53.6,78.49,75.55,67.83,64.93,58.07,48.0,60.7,70.14,77.3,78.63,63.78,71.16
2013,846465,loveland,,,,,,,,,,,,,,,,,,,,,,,,
2014,846465,loveland,,,,48.0,,56.0,,,81.0,64.0,,,68.0,,53.0,52.0,,35.0,,,78.0,,44.0,55.0
2015,846465,loveland,,,,51.38,,59.885000000000005,,,83.47,67.8,,,70.59,,55.48,53.755,,36.325,,,76.72,,47.21,57.02
2016,846465,loveland,,,,54.76,,63.77,38.92,,85.94,71.6,,,73.18,70.5,57.96,55.51,,37.65,,,75.44,80.51,50.42,59.04
2017,846465,loveland,,,,55.41,,63.120000000000005,40.03,,86.985,71.38,,,73.24000000000001,70.97999999999999,58.155,56.875,,38.485,,,76.955,81.065,50.42,60.295
2018,846465,loveland,64.8,66.32,60.47,56.06,69.16,62.47,41.14,,88.03,71.16,,53.87,73.3,71.46,58.35,58.24,54.58,39.32,,65.53,78.47,81.62,50.42,61.55
2019,846465,loveland,61.58,64.61,57.58,57.36,69.23,62.58,40.13,,86.5,68.36,,53.3,69.47,69.42,57.31,54.09,52.82,40.33,,64.24,73.01,79.64,46.96,60.33
2020,846465,loveland,67.21,64.67,57.45,60.37,70.29,65.39,40.58,,88.99,70.76,,49.14,74.66,71.49,61.25,57.48,50.1,41.43,47.52,65.54,75.85,79.86,55.64,63.65
2021,846465,loveland,68.42,66.92,60.12,63.62,70.99,69.5,40.99,47.52,81.82,71.95,,54.24,75.71,72.4,65.68,57.84,56.36,46.43,52.25,63.52,73.58,79.56,59.58,66.87
2022,846465,loveland,68.58,65.48,58.89,63.04,70.13,69.74,41.47,47.53,84.04,72.43,83.88,52.27,75.62,72.7,64.91,58.81,54.34,45.82,49.55,66.33,76.74,78.76,59.93,66.58
2023,846465,loveland,69.69,65.67,62.1,62.7,71.86,69.7,41.91,47.33,85.07,72.21,82.42,53.5,77.44,72.74,63.61,60.73,56.11,46.8,53.03,67.89,77.34,78.25,60.49,67.38
2019,862000,pueblo,58.41,64.25,61.27,44.66,70.19,62.38,38.01,,83.86,67.33,,56.09,67.4,68.64,58.17,53.32,56.6,43.94,,61.21,71.52,74.57,48.18,61.72
2020,862000,pueblo,61.54,62.23,57.92,45.72,68.84,63.3,35.8,,86.34,67.91,,49.87,69.61,69.01,60.19,55.43,52.45,43.17,49.03,62.8,72.66,72.73,55.0,62.93
2021,862000,pueblo,62.33,64.07,58.89,49.7,68.98,66.38,35.84,43.64,77.71,68.52,,53.61,70.32,68.71,63.47,54.42,56.88,46.95,52.44,60.42,69.85,73.01,57.5,65.37
2022,862000,pueblo,59.34,60.74,55.52,46.94,65.49,64.27,33.76,41.23,79.21,67.15,78.5,48.76,67.77,66.54,60.5,52.96,52.13,43.67,46.96,61.63,72.12,70.39,55.39,62.28
2023,862000,pueblo,60.38,60.21,58.64,47.33,67.17,63.82,34.74,41.26,80.27,67.11,76.64,49.62,70.12,66.31,59.11,55.05,53.8,44.62,51.06,63.91,72.57,70.36,55.88,63.27
2013,877290,thornton,,,,,,,,,,,,,,,,,,,,,,,,
2014,877290,thornton,,,,45.0,,57.0,,,79.0,66.0,,,69.0,,56.0,55.0,,39.0,,,78.0,,46.0,60.0
2015,877290,thornton,,,,49.15,,61.5,,,81.57,70.515,,,71.91499999999999,,58.79,56.47,,41.21,,,77.35499999999999,,49.78,62.18
2016,877290,thornton,,,,53.3,,66.0,35.85,,84.14,75.03,,,74.83,74.47,61.58,57.94,,43.42,,,76.71,79.12,53.56,64.36
2017,877290,thornton,,,,54.125,,65.03999999999999,37.205,,85.095,74.105,,,74.99000000000001,73.945,61.08,59.295,,44.3,,,77.925,79.46000000000001,53.285,65.685
2018,877290,thornton,65.53,69.38,68.99,54.95,71.79,64.08,38.56,,86.05,73.18,,60.27,75.15,73.42,60.58,60.65,59.42,45.18,,69.73,79.14,79.8,53.01,67.01
2019,877290,thornton,62.58,68.77,68.59,57.32,73.2,65.02,38.79,,84.98,71.48,,61.3,71.99,72.53,60.32,56.91,59.14,46.2,,69.02,74.06,78.12,50.34,66.64
2020,877290,thornton,68.08,67.72,66.56,59.55,73.38,67.68,37.66,,87.22,74.35,,56.27,76.3,75.16,64.03,61.23,56.67,46.9,54.74,69.94,75.95,78.03,58.51,70.21
2021,877290,thornton,69.2,69.23,67.3,61.49,72.95,72.54,37.77,47.26,79.2,75.97,,59.44,76.61,75.78,68.99,61.83,60.59,51.33,59.31,68.21,73.85,78.59,62.2,72.99
2022,877290,thornton,66.62,66.34,64.9,59.06,70.33,70.55,36.85,46.21,80.13,74.22,81.55,56.29,75.09,74.26,66.78,60.95,56.61,49.61,54.76,67.54,75.41,75.37,61.28,70.89
2023,877290,thornton,68.39,65.48,66.86,60.27,71.62,70.32,37.03,46.37,81.18,73.57,79.36,56.51,77.5,73.49,64.62,61.87,58.16,49.03,57.8,69.01,75.65,74.74,60.9,71.58
2013,883835,westminster,,,,,,,,,,,,,,,,,,,,,,,,
2014,883835,westminster,,,,43.0,,54.0,,,79.0,61.0,,,62.0,,52.0,45.0,,34.0,,,74.0,,41.0,53.0
2015,883835,westminster,,,,47.005,,57.625,,,80.65,65.24000000000001,,,65.86,,54.31,48.24,,35.385000000000005,,,73.35,,44.92,55.505
2016,883835,westminster,,,,51.01,,61.25,36.64,,82.3,69.48,,,69.72,68.76,56.62,51.48,,36.77,,,72.7,78.94,48.84,58.01
2017,883835,westminster,,,,51.125,,60.83,37.44,,83.72,69.105,,,69.975,69.245,56.95,53.15,,36.94,,,74.265,78.62,48.760000000000005,59.375
2018,883835,westminster,58.7,63.63,58.54,51.24,67.48,60.41,38.24,,85.14,68.73,,51.36,70.23,69.73,57.28,54.82,55.33,37.11,,64.21,75.83,78.3,48.68,60.74
2019,883835,westminster,56.53,62.19,55.69,52.36,67.91,59.39,38.28,,83.12,65.26,,50.71,65.87,66.77,55.69,49.53,53.76,37.95,,61.76,70.34,74.93,45.55,59.4
2020,883835,westminster,61.33,62.35,55.46,56.15,68.54,62.36,37.81,,86.03,67.59,,47.13,70.25,69.39,59.51,53.81,51.0,38.73,46.93,61.46,72.28,75.11,54.01,62.88
2021,883835,westminster,63.66,65.61,59.6,60.24,70.21,66.69,39.06,46.55,78.32,69.46,,53.67,72.67,71.1,64.25,54.37,57.68,44.55,53.32,61.12,70.79,76.9,58.23,66.94
2022,883835,westminster,64.36,63.49,57.94,60.35,69.02,67.76,39.82,46.66,81.15,70.08,83.2,51.28,72.44,71.47,63.56,55.16,55.04,44.06,50.42,64.21,73.81,76.33,58.32,66.35
2023,883835,westminster,65.25,63.47,60.99,61.41,70.24,67.34,41.1,46.85,82.02,69.98,81.7,52.58,74.83,71.22,62.24,57.41,56.85,45.2,54.51,65.97,74.5,75.58,58.68,67.12
2013,908000,bridgeport,,,,,,,,,,,,,,,,,,,,,,,,
2014,908000,bridgeport,,,,46.0,,58.0,,,81.0,69.0,,,68.0,,55.0,57.0,,37.0,,,78.0,,45.0,60.0
2015,908000,bridgeport,,,,49.97,,63.08,,,82.955,72.205,,,70.785,,58.795,57.88,,39.41,,,77.735,,49.845,62.185
2016,908000,bridgeport,,,,53.94,,68.16,38.62,,84.91,75.41,,,73.57,74.61,62.59,58.76,,41.82,,,77.47,82.17,54.69,64.37
2017,908000,bridgeport,,,,55.275,,69.03999999999999,39.075,,86.705,76.93,,,74.865,76.465,64.055,61.73,,42.8,,,79.525,83.095,55.35,67.275
2018,908000,bridgeport,69.47,71.66,69.23,56.61,75.05,69.92,39.53,,88.5,78.45,,60.27,76.16,78.32,65.52,64.7,61.28,43.78,,73.56,81.58,84.02,56.01,70.18
2019,908000,bridgeport,66.05,70.47,67.86,58.16,75.84,69.92,39.98,,87.32,76.37,,60.92,72.76,77.06,64.9,60.79,60.24,43.65,,72.57,77.12,82.26,52.32,69.88
2020,908000,bridgeport,70.28,70.01,66.3,62.34,76.03,72.56,39.74,,89.01,79.2,,55.95,76.24,79.03,68.11,65.62,56.76,43.89,58.47,71.98,79.1,82.79,60.77,72.87
2021,908000,bridgeport,73.33,71.77,68.39,66.08,76.64,76.44,40.08,52.27,82.81,80.13,,61.65,78.11,79.92,73.06,66.19,62.58,48.81,63.51,71.25,77.19,83.97,65.77,75.22
2022,908000,bridgeport,71.02,68.6,66.41,64.32,74.42,75.48,39.83,51.0,83.68,79.03,82.55,58.96,76.44,78.22,71.64,65.36,59.66,46.59,60.22,71.47,78.67,81.79,64.55,73.77
2023,908000,bridgeport,71.02,68.6,66.41,64.32,74.42,75.48,39.83,51.0,83.68,79.03,82.55,58.96,76.44,78.22,71.64,65.36,59.66,46.59,60.22,71.47,78.67,81.79,64.55,73.77
2013,908420,bristol,,,,,,,,,,,,,,,,,,,,,,,,
2014,908420,bristol,,,,43.0,,56.0,,,79.0,66.0,,,63.0,,54.0,46.0,,36.0,,,77.0,,43.0,56.0
2015,908420,bristol,,,,47.955,,61.325,,,81.345,70.25,,,67.245,,57.225,49.8,,38.27,,,77.35,,48.41,59.065
2016,908420,bristol,,,,52.91,,66.65,34.53,,83.69,74.5,,,71.49,72.77,60.45,53.6,,40.54,,,77.7,81.22,53.82,62.13
2017,908420,bristol,,,,53.425,,66.345,35.19,,85.03,75.345,,,71.525,74.02,60.955,55.545,,41.155,,,78.7,82.09,53.355,63.89
2018,908420,bristol,67.14,65.47,62.4,53.94,71.54,66.04,35.85,,86.37,76.19,,54.52,71.56,75.27,61.46,57.49,56.47,41.77,,70.92,79.7,82.96,52.89,65.65
2019,908420,bristol,65.4,65.23,60.71,58.51,73.37,66.23,37.74,,85.57,73.97,,54.6,69.94,73.97,60.28,53.01,54.69,42.78,,68.54,75.28,81.01,50.35,65.92
2020,908420,bristol,68.13,65.58,60.76,61.17,73.7,68.48,37.48,,87.96,76.17,,51.78,73.37,75.99,62.97,56.86,51.16,43.48,54.27,69.76,76.57,82.94,57.96,68.45
2021,908420,bristol,70.02,67.1,62.81,64.49,74.0,71.89,37.71,47.73,80.92,76.76,,58.21,74.71,76.94,66.9,57.18,58.7,47.69,58.66,70.0,75.14,83.31,61.22,70.46
2022,908420,bristol,67.24,64.48,61.44,61.39,72.47,70.58,36.82,46.26,82.84,75.73,82.09,55.01,73.21,75.15,65.35,57.28,55.4,45.42,55.64,69.51,77.11,81.01,59.5,69.1
2023,908420,bristol,67.24,64.48,61.44,61.39,72.47,70.58,36.82,46.26,82.84,75.73,82.09,55.01,73.21,75.15,65.35,57.28,55.4,45.42,55.64,69.51,77.11,81.01,59.5,69.1
2013,918430,danbury,,,,,,,,,,,,,,,,,,,,,,,,
2014,918430,danbury,,,,46.0,,58.0,,,81.0,69.0,,,68.0,,55.0,57.0,,37.0,,,78.0,,45.0,60.0
2015,918430,danbury,,,,49.97,,63.08,,,82.955,72.205,,,70.785,,58.795,57.88,,39.41,,,77.735,,49.845,62.185
2016,918430,danbury,,,,53.94,,68.16,38.62,,84.91,75.41,,,73.57,74.61,62.59,58.76,,41.82,,,77.47,82.17,54.69,64.37
2017,918430,danbury,,,,55.275,,69.03999999999999,39.075,,86.705,76.93,,,74.865,76.465,64.055,61.73,,42.8,,,79.525,83.095,55.35,67.275
2018,918430,danbury,69.47,71.66,69.23,56.61,75.05,69.92,39.53,,88.5,78.45,,60.27,76.16,78.32,65.52,64.7,61.28,43.78,,73.56,81.58,84.02,56.01,70.18
2019,918430,danbury,66.05,70.47,67.86,58.16,75.84,69.92,39.98,,87.32,76.37,,60.92,72.76,77.06,64.9,60.79,60.24,43.65,,72.57,77.12,82.26,52.32,69.88
2020,918430,danbury,70.28,70.01,66.3,62.34,76.03,72.56,39.74,,89.01,79.2,,55.95,76.24,79.03,68.11,65.62,56.76,43.89,58.47,71.98,79.1,82.79,60.77,72.87
2021,918430,danbury,73.33,71.77,68.39,66.08,76.64,76.44,40.08,52.27,82.81,80.13,,61.65,78.11,79.92,73.06,66.19,62.58,48.81,63.51,71.25,77.19,83.97,65.77,75.22
2022,918430,danbury,71.02,68.6,66.41,64.32,74.42,75.48,39.83,51.0,83.68,79.03,82.55,58.96,76.44,78.22,71.64,65.36,59.66,46.59,60.22,71.47,78.67,81.79,64.55,73.77
2023,918430,danbury,71.02,68.6,66.41,64.32,74.42,75.48,39.83,51.0,83.68,79.03,82.55,58.96,76.44,78.22,71.64,65.36,59.66,46.59,60.22,71.47,78.67,81.79,64.55,73.77
2013,937000,hartford,,,,,,,,,,,,,,,,,,,,,,,,
2014,937000,hartford,,,,43.0,,56.0,,,79.0,66.0,,,63.0,,54.0,46.0,,36.0,,,77.0,,43.0,56.0
2015,937000,hartford,,,,47.955,,61.325,,,81.345,70.25,,,67.245,,57.225,49.8,,38.27,,,77.35,,48.41,59.065
2016,937000,hartford,,,,52.91,,66.65,34.53,,83.69,74.5,,,71.49,72.77,60.45,53.6,,40.54,,,77.7,81.22,53.82,62.13
2017,937000,hartford,,,,53.425,,66.345,35.19,,85.03,75.345,,,71.525,74.02,60.955,55.545,,41.155,,,78.7,82.09,53.355,63.89
2018,937000,hartford,67.14,65.47,62.4,53.94,71.54,66.04,35.85,,86.37,76.19,,54.52,71.56,75.27,61.46,57.49,56.47,41.77,,70.92,79.7,82.96,52.89,65.65
2019,937000,hartford,65.4,65.23,60.71,58.51,73.37,66.23,37.74,,85.57,73.97,,54.6,69.94,73.97,60.28,53.01,54.69,42.78,,68.54,75.28,81.01,50.35,65.92
2020,937000,hartford,68.13,65.58,60.76,61.17,73.7,68.48,37.48,,87.96,76.17,,51.78,73.37,75.99,62.97,56.86,51.16,43.48,54.27,69.76,76.57,82.94,57.96,68.45
2021,937000,hartford,70.02,67.1,62.81,64.49,74.0,71.89,37.71,47.73,80.92,76.76,,58.21,74.71,76.94,66.9,57.18,58.7,47.69,58.66,70.0,75.14,83.31,61.22,70.46
2022,937000,hartford,67.24,64.48,61.44,61.39,72.47,70.58,36.82,46.26,82.84,75.73,82.09,55.01,73.21,75.15,65.35,57.28,55.4,45.42,55.64,69.51,77.11,81.01,59.5,69.1
2023,937000,hartford,67.24,64.48,61.44,61.39,72.47,70.58,36.82,46.26,82.84,75.73,82.09,55.01,73.21,75.15,65.35,57.28,55.4,45.42,55.64,69.51,77.11,81.01,59.5,69.1
2013,946450,meriden,,,,,,,,,,,,,,,,,,,,,,,,
2014,946450,meriden,,,,43.0,,55.0,,,79.0,67.0,,,67.0,,53.0,47.0,,35.0,,,78.0,,44.0,56.0
2015,946450,meriden,,,,48.305,,60.385,,,82.155,71.16,,,70.58500000000001,,56.495000000000005,50.43,,37.945,,,78.055,,49.0,58.95
2016,946450,meriden,,,,53.61,,65.77,34.38,,85.31,75.32,,,74.17,74.44,59.99,53.86,,40.89,,,78.11,79.91,54.0,61.9
2017,946450,meriden,,,,53.92,,65.81,35.305,,86.435,75.93,,,73.64,75.16499999999999,60.59,55.835,,41.615,,,79.045,80.05,53.565,63.125
2018,946450,meriden,68.7,67.8,66.49,54.23,70.95,65.85,36.23,,87.56,76.54,,58.36,73.11,75.89,61.19,57.81,58.81,42.34,,72.09,79.98,80.19,53.13,64.35
